,Suhu3pm,Suhu9am,SuhuMax,Tekanan3pm
756,20.9,20.6,22.2,1020.7
757,32.8,24.7,33.8,1016.7
758,28.8,26.9,31.5,1009.1
759,19.2,13.8,19.9,1026.1
760,28.1,21.4,30.2,1007.4
761,16.5,12.4,17.4,1024.2
762,15.6,9.8,17.9,1010.5
763,18.9,13.5,19.8,1014.3
764,10.9,3.0,11.3,1025.8
765,25.1,23.5,28.0,1007.5
766,27.6,23.6,30.0,1007.7
767,26.8,24.9,30.0,
768,15.2,11.8,15.5,1021.9
769,20.8,19.0,21.5,1022.2
770,22.1,20.4,23.1,1012.4
771,32.1,29.7,32.9,1006.6
772,38.0,24.1,39.4,1009.6
773,18.0,12.2,18.5,1028.8
774,9.4,5.4,10.5,1030.0
775,21.8,18.9,23.7,1013.7
776,22.9,15.8,23.7,1020.4
777,9.5,11.9,14.2,997.7
778,33.5,23.9,35.6,1007.6
779,20.6,12.4,20.9,
780,30.3,22.2,31.6,1017.4
781,24.3,25.9,30.3,1001.5
782,16.0,12.7,17.6,1035.6
783,35.0,27.9,36.1,1005.0
784,25.3,21.7,27.8,1010.5
785,22.5,10.7,23.6,1010.0
786,17.1,10.9,17.4,1016.9
787,24.3,23.6,25.8,1021.2
788,32.5,29.7,33.9,1008.1
789,18.8,12.8,20.2,
790,,,,
791,38.2,31.4,39.6,1006.0
792,17.3,15.2,19.6,1022.4
793,19.3,18.5,21.1,1004.8
794,21.9,20.6,26.0,1010.6
795,11.9,11.3,13.7,1010.7
796,19.5,19.1,21.1,1010.3
797,21.2,20.3,23.5,1026.4
798,36.2,27.0,37.4,1004.2
799,21.9,15.3,23.3,1017.2
800,28.0,23.6,29.5,
801,15.0,13.0,16.4,1016.3
802,21.2,18.9,21.7,1022.7
803,14.5,9.0,15.3,1030.7
804,13.7,11.3,15.4,1027.2
805,13.5,12.2,13.8,1014.6
806,20.0,10.7,21.1,1022.6
807,10.4,7.6,11.1,1021.4
808,17.0,11.8,17.2,1018.1
809,32.2,22.2,33.4,1012.8
810,25.9,25.1,30.8,1017.2
811,27.7,16.4,29.8,1011.6
812,16.1,12.3,17.1,1026.9
813,24.7,15.4,25.5,1011.4
814,16.3,7.1,17.8,1009.1
815,7.5,7.6,9.2,1011.5
816,34.4,21.1,35.5,1014.1
817,23.5,15.8,25.7,1023.3
818,20.6,22.2,28.1,1002.5
819,18.9,12.9,19.7,1018.8
820,25.1,15.8,26.0,1012.1
821,18.4,11.1,19.3,1024.8
822,29.6,26.3,31.6,1012.1
823,14.4,11.1,15.3,1013.8
824,21.8,13.2,23.1,1022.4
825,16.8,14.6,17.3,1014.0
826,12.1,6.4,13.7,1025.4
827,18.8,11.2,19.4,1020.6
828,19.4,14.7,21.0,1022.0
829,30.0,30.7,33.6,1006.6
830,19.0,18.8,21.5,1018.0
831,35.5,30.3,36.5,1002.5
832,19.5,15.2,21.3,1014.7
833,17.0,14.2,17.7,1009.8
834,,21.5,24.7,
835,14.3,11.2,17.2,1016.2
836,26.8,17.9,28.3,1010.3
837,14.5,10.9,15.6,1030.4
838,15.0,11.0,16.4,1019.5
839,24.6,17.0,24.9,1022.4
840,30.3,30.2,31.7,1007.9
841,18.8,15.9,19.9,1007.1
842,13.8,9.2,15.5,
843,11.9,7.2,12.2,1015.5
844,25.2,18.0,25.4,
845,19.1,17.9,20.0,1012.6
846,20.4,16.8,21.8,1017.7
847,25.8,18.9,26.3,1019.9
848,17.0,6.4,17.4,
849,15.1,5.6,15.7,1030.0
850,14.7,15.4,17.5,1014.6
851,12.7,7.6,13.1,1018.3
852,13.5,12.1,15.0,1017.5
853,30.8,23.4,31.5,1012.2
854,20.7,21.0,22.6,1018.6
855,21.0,19.6,22.9,1022.0
856,22.3,15.8,22.9,1020.1
857,17.2,10.3,18.2,1018.4
858,24.6,21.1,25.9,1016.5
859,33.3,25.6,36.3,1011.9
860,25.0,15.3,25.2,1009.8
861,23.5,21.1,25.4,1015.1
862,22.9,19.2,27.1,1014.8
863,18.6,19.1,19.9,1012.9
864,31.2,31.0,34.0,1007.9
865,28.1,20.3,30.3,1014.7
866,,19.8,21.8,1021.6
867,13.9,9.0,15.8,1023.1
868,25.3,23.3,27.4,1015.6
869,15.3,11.1,15.5,1015.4
870,11.4,15.6,17.3,995.9
871,25.5,19.6,26.2,
872,21.0,15.4,22.0,1014.2
873,30.5,20.9,31.4,1016.1
874,18.5,14.5,18.9,
875,19.5,11.7,20.0,1016.3
876,12.8,11.1,13.7,1020.2
877,23.9,23.1,25.7,1009.7
878,16.2,10.0,17.4,1018.1
879,21.6,16.9,22.3,1027.8
880,6.8,7.4,9.6,1008.7
881,17.4,12.3,18.3,1024.1
882,24.2,17.5,25.0,
883,25.4,16.3,26.3,990.4
884,13.4,11.1,14.2,1007.7
885,15.1,14.8,17.0,1017.6
886,23.9,22.7,25.9,1018.2
887,22.3,14.4,24.4,1020.2
888,16.1,12.4,17.5,1006.3
889,,15.5,25.0,
890,23.3,17.7,24.0,1014.7
891,26.6,17.8,27.5,1020.0
892,33.8,29.1,34.6,1005.3
893,22.6,8.9,23.4,
894,21.0,20.8,22.2,1014.0
895,19.0,16.1,19.5,1010.6
896,21.0,19.0,22.5,1008.2
897,14.5,15.6,18.0,1036.0
898,16.3,12.5,17.9,1005.4
899,34.4,23.9,36.8,1007.5
900,22.6,18.1,24.6,1013.1
901,16.4,14.8,17.0,1030.0
902,30.3,26.1,32.5,1006.8
903,31.7,24.5,32.6,1012.8
904,16.2,13.6,17.7,1008.9
905,20.4,15.6,21.7,1019.4
906,27.2,26.3,29.0,1008.0
907,27.8,22.4,30.3,
908,23.4,14.8,24.6,
909,27.4,16.4,27.9,1020.9
910,20.7,13.3,22.7,1023.6
911,24.5,16.0,25.7,1024.1
912,18.9,9.9,19.1,
913,18.2,8.6,19.1,1022.6
914,10.7,8.4,11.8,1008.7
915,13.8,9.2,14.8,1027.4
916,31.4,30.0,32.4,1005.1
917,23.4,23.0,25.2,1018.6
918,26.3,17.8,27.3,1013.3
919,27.0,25.1,28.5,
920,15.9,7.0,16.2,1018.9
921,14.2,13.0,15.8,1018.4
922,10.6,8.0,12.0,1032.4
923,11.4,6.0,12.6,1017.6
924,11.1,1.6,12.0,1029.1
925,19.6,15.5,23.4,1010.2
926,17.1,19.3,21.8,1009.8
927,13.2,11.2,14.5,1013.2
928,18.6,7.9,19.2,1029.0
929,25.6,18.1,26.9,1006.1
930,26.0,19.4,27.0,
931,15.5,14.0,15.6,1018.3
932,9.5,6.7,10.0,
933,14.7,12.4,15.6,1017.4
934,24.3,17.7,26.4,1014.0
935,31.7,30.3,33.7,1007.2
936,14.3,8.0,14.8,1008.3
937,15.5,19.8,21.0,1017.9
938,15.7,14.4,16.8,1014.7
939,33.0,25.2,35.6,1009.7
940,9.8,9.0,11.4,1020.8
941,29.3,15.0,31.9,1013.4
942,26.6,18.1,28.9,1017.3
943,28.1,22.0,30.6,1014.9
944,25.1,22.9,27.4,
945,12.8,11.6,13.4,997.1
946,24.0,17.3,25.3,1014.7
947,31.0,18.1,31.9,
948,26.5,18.6,27.4,1017.3
949,19.6,18.5,21.9,1013.4
950,29.9,23.5,30.7,1012.4
951,38.9,30.9,40.1,1008.7
952,40.7,34.4,42.1,1008.2
953,21.7,18.1,23.3,1014.2
954,24.3,20.1,24.5,1016.1
955,26.4,27.0,30.8,1009.4
956,28.2,21.5,29.3,1020.2
957,20.1,18.4,21.2,1025.2
958,19.1,15.6,21.0,1020.3
959,15.6,13.4,17.2,
960,20.7,19.7,22.7,1011.6
961,24.0,18.9,27.9,1015.7
962,18.8,16.3,20.4,1022.6
963,33.5,23.0,34.9,
964,25.9,19.1,27.4,1010.8
965,28.7,25.2,31.4,1004.2
966,21.2,19.2,21.8,1023.4
967,23.5,13.9,24.7,1013.6
968,21.7,20.2,23.1,
969,29.3,22.6,30.8,1009.3
970,19.7,15.8,21.1,1021.4
971,23.4,20.8,25.1,1007.2
972,17.8,16.7,19.8,1016.9
973,25.8,19.5,27.1,1015.5
974,34.0,25.8,35.2,1014.6
975,26.2,16.1,26.9,1013.2
976,17.7,13.9,18.1,1024.5
977,18.5,9.7,20.0,1018.0
978,23.8,24.0,26.1,1019.7
979,23.5,23.8,26.8,1019.6
980,27.1,22.1,27.6,
981,,,26.5,
982,28.8,21.8,30.3,1017.5
983,16.6,15.1,17.8,1024.1
984,23.8,19.9,25.7,
985,22.5,20.0,24.9,1000.1
986,42.3,31.0,43.6,1010.0
987,19.4,16.6,22.3,1024.9
988,19.4,14.1,19.7,1023.5
989,24.9,17.2,26.6,1018.1
990,20.6,15.8,21.1,1018.0
991,29.1,17.3,29.5,1015.0
992,11.5,11.1,12.1,1032.1
993,20.8,13.3,22.0,1022.7
994,20.2,20.0,21.3,1018.5
995,9.7,5.9,10.8,1028.2
996,32.5,19.4,34.3,1009.3
997,27.7,18.3,29.0,1014.5
998,22.4,20.0,24.0,1008.7
999,18.2,17.4,18.8,1016.0
1000,20.2,16.2,21.9,1016.1
1001,25.0,17.3,26.1,
1002,21.1,25.9,29.0,996.2
1003,15.4,13.7,15.7,1013.3
1004,23.8,22.2,29.0,
1005,27.5,21.2,28.2,1019.6
1006,32.9,21.6,33.8,1009.5
1007,15.9,13.1,16.5,990.1
1008,21.0,19.8,22.2,1014.5
1009,11.5,5.4,12.0,1022.4
1010,10.8,8.8,11.5,1015.2
1011,28.7,20.7,30.7,1017.1
1012,,3.9,6.0,
1013,12.7,11.9,14.2,1030.6
1014,35.1,31.7,36.1,
1015,20.0,18.6,21.5,1016.0
1016,27.4,14.6,29.3,1018.1
1017,19.3,17.7,20.9,1020.5
1018,15.3,13.6,15.7,1022.9
1019,18.0,16.0,19.2,1016.6
1020,20.3,16.5,21.9,
1021,30.3,18.0,31.8,1011.5
1022,25.2,19.8,26.1,1010.0
1023,32.6,29.5,36.2,1011.1
1024,16.2,9.3,17.2,1032.3
1025,26.2,25.6,29.7,1007.7
1026,16.4,7.1,16.9,1023.5
1027,30.1,22.1,31.8,1015.3
1028,31.4,28.2,33.0,1009.8
1029,23.7,20.2,25.6,1018.7
1030,19.8,18.2,25.7,1008.9
1031,20.6,18.7,21.2,1013.6
1032,20.9,19.7,22.1,1011.8
1033,19.3,17.6,19.8,1020.3
1034,19.1,14.7,20.2,1021.2
1035,21.5,12.3,22.9,1019.7
1036,16.0,14.6,17.0,1028.7
1037,28.8,20.9,30.7,1012.4
1038,18.7,9.5,19.5,1022.8
1039,11.4,9.2,11.9,1007.3
1040,21.3,16.9,21.6,1014.0
1041,18.5,12.8,19.9,1014.6
1042,29.6,24.9,31.3,1015.8
1043,10.9,4.2,11.2,1030.5
1044,18.6,8.5,18.6,
1045,12.9,11.8,13.4,
1046,25.4,25.0,28.8,1010.1
1047,21.8,20.2,23.6,1029.2
1048,12.8,8.1,13.6,1015.9
1049,17.0,10.0,18.5,1017.5
1050,22.2,19.5,23.9,1020.1
1051,14.8,7.2,15.9,1017.0
1052,17.2,12.9,18.1,1018.2
1053,30.5,23.0,31.4,1012.8
1054,20.6,18.9,21.1,1013.0
1055,15.3,8.1,15.8,1029.0
1056,30.7,18.2,33.5,1012.5
1057,11.4,11.7,12.1,1016.4
1058,20.0,16.0,21.0,1025.7
1059,17.9,15.6,18.5,1028.7
1060,23.9,20.1,25.0,1016.7
1061,20.6,14.7,21.2,
1062,20.3,15.2,22.2,1010.2
1063,18.1,13.8,18.5,1018.2
1064,14.3,10.7,17.0,1018.3
1065,27.1,17.9,30.1,1004.6
1066,13.3,10.9,14.0,1022.7
1067,12.6,11.5,14.7,1008.6
1068,19.4,10.4,20.5,1023.8
1069,16.5,12.9,17.1,1018.3
1070,28.0,19.5,30.0,1013.9
1071,31.2,19.3,32.2,1017.8
1072,12.9,9.8,14.5,1020.6
1073,17.9,12.4,21.1,1021.2
1074,18.1,17.2,18.6,1020.0
1075,13.4,18.2,19.8,1014.4
1076,29.5,21.1,30.0,1014.0
1077,18.8,19.7,21.8,1013.9
1078,17.4,12.6,18.1,1014.8
1079,21.1,17.6,21.4,1028.0
1080,,18.0,23.5,
1081,33.0,29.0,34.0,1010.5
1082,,16.5,,
1083,19.8,15.6,22.6,1016.6
1084,34.6,24.7,35.1,1014.8
1085,29.7,20.8,31.7,1004.5
1086,9.7,11.1,12.8,999.8
1087,15.9,16.8,19.7,1016.3
1088,30.4,20.9,31.1,1018.6
1089,14.6,6.9,15.0,1031.3
1090,10.6,7.9,10.9,1022.2
1091,20.6,14.7,21.9,1015.4
1092,25.0,16.0,25.3,1010.0
1093,24.8,22.9,25.9,1018.7
1094,26.9,19.9,28.0,1017.3
1095,,,,
1096,35.4,24.7,37.2,1013.5
1097,14.4,7.5,15.4,
1098,12.7,11.0,14.7,1008.1
1099,20.2,12.9,20.6,1017.3
1100,,18.0,26.5,
1101,20.7,16.5,23.9,1013.9
1102,22.7,15.3,24.1,1022.0
1103,29.4,29.7,30.9,1004.2
1104,16.1,10.6,16.6,
1105,20.0,13.7,20.6,
1106,19.8,11.3,20.9,
1107,18.7,12.1,19.0,1019.0
1108,19.5,13.9,21.2,1024.1
1109,17.6,14.4,20.0,
1110,14.0,8.3,14.2,1017.2
1111,20.1,12.7,21.1,1017.2
1112,31.8,23.3,32.5,1017.2
1113,25.9,25.7,28.9,1011.5
1114,17.0,13.0,18.0,1020.5
1115,11.0,8.1,12.4,1023.0
1116,15.2,12.5,15.9,1014.8
1117,28.0,25.0,30.3,1014.0
1118,25.7,22.3,27.8,1007.0
1119,23.7,21.1,24.9,1018.4
1120,29.2,17.8,30.0,1011.2
1121,19.6,11.3,20.7,1014.7
1122,15.8,6.4,16.5,1023.1
1123,16.2,12.9,20.2,1013.3
1124,17.5,14.9,18.5,1016.1
1125,19.5,17.8,20.5,1015.9
1126,17.3,14.5,17.8,1019.2
1127,15.3,10.9,16.4,1007.4
1128,32.3,25.2,32.7,1011.5
1129,18.1,15.5,20.5,1017.7
1130,26.1,24.0,27.3,
1131,21.2,18.9,24.2,1019.2
1132,29.1,19.1,30.9,1017.4
1133,19.8,13.4,20.4,1016.7
1134,28.6,19.0,28.9,1006.4
1135,42.5,30.7,43.3,1010.4
1136,17.2,14.6,18.9,999.4
1137,23.5,21.4,25.1,1024.0
1138,24.4,23.9,25.6,1006.2
1139,22.3,14.6,23.0,1018.3
1140,17.8,17.3,19.2,1021.7
1141,17.5,13.6,18.0,1028.1
1142,17.5,13.1,20.3,1023.0
1143,24.4,17.2,25.9,1014.8
1144,23.5,21.6,26.6,1014.6
1145,19.2,14.3,19.3,1010.9
1146,33.1,25.6,33.5,1011.0
1147,14.5,9.4,15.3,
1148,21.5,19.7,21.6,1016.5
1149,24.0,22.0,24.9,1020.7
1150,20.0,19.6,21.4,
1151,30.7,28.0,32.2,
1152,18.7,8.2,19.1,1013.0
1153,28.5,29.9,31.3,1005.3
1154,20.0,,20.4,
1155,22.6,14.6,24.6,1015.9
1156,17.9,12.7,18.3,1027.0
1157,25.3,23.8,28.5,1008.1
1158,22.4,18.7,23.3,1022.6
1159,22.0,13.3,23.2,
1160,18.8,14.2,19.3,1016.9
1161,31.7,20.8,33.5,1013.3
1162,26.8,20.6,28.9,1013.0
1163,17.4,16.4,18.5,
1164,28.9,20.5,29.8,1018.7
1165,35.1,26.2,36.7,1017.4
1166,15.6,7.9,15.9,1013.1
1167,41.2,34.3,41.9,1009.0
1168,20.0,13.0,20.3,1017.5
1169,28.6,21.9,30.0,1011.2
1170,21.9,16.6,22.7,1007.9
1171,20.2,14.3,21.2,
1172,25.9,18.5,26.7,1015.5
1173,24.8,15.9,25.2,1017.6
1174,22.1,14.2,22.7,1013.1
1175,15.8,10.6,17.0,1011.8
1176,28.8,28.1,30.3,1013.4
1177,17.3,15.0,18.6,
1178,25.6,23.9,30.3,1015.3
1179,14.2,8.5,14.7,1027.8
1180,25.2,18.1,27.2,1015.9
1181,15.2,8.3,15.5,1016.4
1182,18.8,13.6,19.4,1015.8
1183,26.6,15.3,28.1,1011.3
1184,27.1,26.3,29.6,1007.6
1185,30.4,20.9,31.7,1013.2
1186,20.4,20.3,21.5,1014.8
1187,16.8,13.1,18.1,1020.6
1188,20.4,24.5,29.9,1008.7
1189,13.3,9.4,14.1,
1190,15.8,5.8,16.2,1024.8
1191,27.6,25.0,29.7,1013.7
1192,24.8,21.6,25.6,1009.6
1193,18.0,18.0,19.4,1022.7
1194,13.9,11.9,16.6,998.4
1195,23.1,19.9,24.2,1018.2
1196,11.8,11.0,14.6,1017.3
1197,20.0,14.6,20.9,1015.8
1198,28.6,18.5,30.6,1019.6
1199,31.9,24.0,33.9,1013.9
1200,24.4,15.1,25.5,
1201,38.0,29.5,38.2,1003.8
1202,16.0,12.3,17.1,
1203,28.4,20.5,29.2,1009.7
1204,18.8,19.5,21.2,1017.0
1205,17.2,17.1,18.6,1019.9
1206,27.6,23.6,28.5,1016.5
1207,13.4,11.7,16.5,1023.2
1208,16.9,12.0,17.2,1025.0
1209,24.2,17.8,25.2,1016.0
1210,14.0,10.9,14.3,1019.5
1211,13.8,10.9,14.6,1021.2
1212,34.0,26.0,34.4,1012.8
1213,7.4,7.0,11.2,
1214,20.7,23.2,24.2,1002.7
1215,-0.9,-3.4,-0.3,
1216,17.0,12.8,17.3,1014.5
1217,10.3,7.3,12.5,1027.8
1218,17.1,14.5,17.6,
1219,30.1,20.6,30.5,1018.2
1220,14.5,12.0,16.0,1026.3
1221,14.2,19.6,20.8,1008.3
1222,14.2,6.2,14.6,1012.7
1223,10.1,11.1,13.2,
1224,22.8,19.4,23.7,1006.8
1225,29.0,23.8,31.2,1010.2
1226,16.9,13.2,17.7,1012.1
1227,21.3,14.9,22.2,1019.4
1228,33.7,24.2,35.0,1016.4
1229,23.8,16.6,24.6,1018.1
1230,28.7,27.3,33.5,1004.5
1231,18.0,11.3,18.6,1012.5
1232,13.2,14.9,18.8,
1233,19.0,9.6,19.0,1023.9
1234,17.7,14.9,18.3,1017.5
1235,17.2,16.9,19.1,1011.6
1236,12.0,7.7,13.3,1028.4
1237,13.1,9.5,14.9,1021.6
1238,25.4,15.7,28.9,1010.6
1239,17.1,15.4,18.4,1023.8
1240,14.1,11.7,15.9,1003.8
1241,26.9,13.8,28.2,1013.6
1242,33.0,26.8,33.7,1004.6
1243,21.7,23.7,33.2,1017.5
1244,18.6,12.6,20.0,1021.2
1245,17.9,13.7,19.3,1023.7
1246,25.9,25.3,32.6,1003.2
1247,17.7,6.3,18.0,1017.8
1248,18.9,17.0,19.9,1012.3
1249,20.5,9.8,21.4,1015.5
1250,18.9,9.4,19.7,1016.8
1251,15.4,10.2,16.9,1012.4
1252,18.8,15.8,19.7,1015.7
1253,24.9,20.5,26.1,
1254,12.2,10.1,13.9,1018.1
1255,17.6,17.0,21.7,1003.4
1256,18.7,15.6,20.1,1012.3
1257,14.9,7.9,16.0,1015.2
1258,24.2,24.0,26.0,1016.1
1259,22.1,16.6,26.5,1007.7
1260,15.9,13.0,16.2,
1261,34.0,24.3,35.0,1006.4
1262,15.7,9.6,16.7,1023.7
1263,30.8,19.2,31.6,
1264,20.0,13.6,20.2,1018.7
1265,20.9,20.1,22.4,1015.6
1266,23.8,20.3,24.4,1022.2
1267,17.0,9.4,17.3,
1268,25.2,22.3,25.9,1006.0
1269,26.9,24.1,27.8,1012.9
1270,13.9,5.7,14.9,1020.1
1271,33.1,21.3,34.9,1009.2
1272,31.2,23.9,32.2,1013.2
1273,17.2,20.1,22.0,1010.1
1274,24.6,27.8,28.6,1009.8
1275,29.0,20.5,29.8,1013.3
1276,24.2,15.3,24.6,1021.2
1277,32.4,30.6,33.6,1005.0
1278,15.7,12.9,16.4,1031.7
1279,19.6,18.2,27.2,
1280,16.8,10.8,17.9,1017.6
1281,28.4,24.9,29.8,1008.0
1282,19.4,17.0,20.5,1020.6
1283,17.1,16.4,19.5,1012.5
1284,22.6,20.8,24.4,1020.5
1285,23.6,18.4,24.8,1019.2
1286,10.8,10.3,11.4,1019.8
1287,19.8,18.2,22.5,1022.6
1288,17.4,4.5,17.8,1032.8
1289,27.9,26.3,29.4,1012.6
1290,33.3,28.6,33.5,1005.4
1291,11.4,13.1,14.4,
1292,32.6,30.5,33.6,1006.0
1293,20.0,16.2,21.1,1018.0
1294,28.2,26.9,31.7,999.1
1295,17.2,16.2,18.2,1020.6
1296,26.8,22.4,28.9,1019.0
1297,19.8,18.4,21.5,1021.2
1298,18.8,16.7,23.7,1009.9
1299,17.8,18.2,21.0,1016.8
1300,30.0,19.9,30.2,
1301,29.6,30.5,32.4,1006.6
1302,38.0,25.4,38.9,1010.2
1303,,,21.9,1009.8
1304,27.8,25.7,29.2,1010.9
1305,15.2,16.1,21.7,
1306,31.1,19.9,32.4,1017.2
1307,12.1,5.3,13.4,1013.5
1308,16.7,16.8,18.2,1008.7
1309,24.2,14.6,26.0,1011.7
1310,21.8,16.0,21.8,1016.5
1311,11.1,7.4,11.5,1015.5
1312,28.2,27.7,30.2,1011.1
1313,25.1,20.4,26.5,1014.8
1314,22.2,18.1,24.1,
1315,,17.8,19.0,1022.7
1316,19.5,14.9,20.7,1028.0
1317,29.8,21.3,32.3,1018.3
1318,15.7,11.3,16.3,1003.8
1319,10.3,9.9,12.7,1011.8
1320,11.9,10.4,13.8,1017.3
1321,23.7,13.9,23.7,1018.5
1322,31.7,28.4,32.1,1007.6
1323,11.9,5.6,12.4,1017.4
1324,12.4,9.1,13.3,1023.9
1325,31.5,23.0,31.8,
1326,16.1,15.0,17.2,1016.2
1327,20.4,,22.1,
1328,27.8,18.3,29.7,1017.5
1329,25.3,21.1,25.8,1011.5
1330,26.3,21.1,27.4,1015.0
1331,27.2,18.0,29.4,1012.2
1332,11.9,8.8,12.9,1010.1
1333,31.8,29.3,33.5,1007.4
1334,10.7,7.7,11.8,1008.2
1335,20.3,16.1,21.8,1013.7
1336,32.4,26.7,33.6,1007.3
1337,20.3,10.2,20.7,1010.8
1338,29.7,22.0,31.8,1017.7
1339,22.1,21.3,23.4,1021.5
1340,13.7,11.1,16.2,
1341,18.1,14.7,19.1,1023.2
1342,16.2,13.8,17.1,1021.1
1343,12.2,4.9,12.9,1029.3
1344,9.1,10.7,16.1,1001.2
1345,13.3,12.0,13.4,1018.7
1346,25.4,18.1,26.2,1014.1
1347,18.1,15.0,19.8,1019.0
1348,26.1,25.1,28.6,1010.8
1349,15.3,3.7,16.2,1031.0
1350,13.9,5.9,14.0,1023.5
1351,15.5,4.4,15.8,
1352,15.6,11.5,16.8,1012.0
1353,20.0,10.2,20.6,1024.0
1354,17.3,13.6,18.9,1018.8
1355,25.5,18.9,27.4,1001.9
1356,23.0,12.5,23.4,1019.9
1357,22.7,14.0,23.8,
1358,25.8,20.1,27.8,1018.9
1359,22.8,19.1,24.1,1009.1
1360,26.8,29.1,32.0,1009.7
1361,32.7,25.7,35.7,1005.3
1362,15.4,12.0,16.0,1019.9
1363,29.5,22.6,31.5,1010.3
1364,18.6,16.2,22.3,1015.7
1365,21.5,17.3,22.6,1021.7
1366,24.1,15.0,24.5,1016.7
1367,25.7,14.6,27.7,1009.1
1368,11.9,11.4,13.0,1023.8
1369,26.1,18.0,26.4,1018.2
1370,33.3,24.9,35.4,1009.2
1371,16.2,3.8,17.0,1018.6
1372,24.9,18.1,25.8,1021.6
1373,31.9,24.7,33.1,1009.5
1374,31.5,19.9,32.8,1016.0
1375,20.8,20.7,22.9,1017.7
1376,22.5,17.4,25.6,1015.0
1377,24.8,18.6,26.8,1012.8
1378,18.6,17.6,19.5,1008.4
1379,16.2,9.0,16.5,1019.3
1380,19.1,16.6,20.6,1011.0
1381,19.0,12.4,19.2,1015.4
1382,21.4,19.1,23.2,1010.4
1383,,16.0,21.0,1022.2
1384,27.4,22.9,29.4,
1385,12.5,10.4,13.0,1015.9
1386,25.4,20.3,27.2,1016.7
1387,17.9,13.1,19.7,1020.5
1388,19.1,18.9,20.5,1015.7
1389,13.6,13.9,17.0,
1390,23.1,14.8,23.3,1025.2
1391,25.8,17.8,27.7,1011.1
1392,16.6,17.9,20.8,1006.2
1393,24.9,22.9,27.5,1013.4
1394,20.1,11.1,20.4,1026.3
1395,13.5,14.0,15.7,1021.6
1396,17.4,11.9,18.9,
1397,31.4,23.6,32.9,1011.2
1398,13.7,4.8,14.4,1030.7
1399,25.7,23.9,26.4,1018.7
1400,14.0,5.2,14.1,1019.8
1401,16.5,15.5,17.0,1022.0
1402,17.8,17.5,19.4,
1403,24.9,17.8,25.4,1021.3
1404,24.2,19.8,25.2,1011.3
1405,29.4,29.0,31.9,1009.1
1406,15.5,8.9,17.0,
1407,19.3,17.0,19.7,1010.3
1408,16.4,13.0,17.2,1003.5
1409,28.4,22.5,30.2,1015.2
1410,20.6,25.4,27.0,1011.6
1411,17.2,11.4,17.8,1024.0
1412,19.2,10.2,19.5,1026.2
1413,17.7,18.1,21.2,1010.4
1414,18.0,13.6,19.5,
1415,17.4,16.4,18.8,1006.6
1416,13.5,11.2,15.9,
1417,20.2,18.5,22.2,1010.8
1418,24.6,15.8,24.9,1008.2
1419,34.4,29.7,36.3,1008.4
1420,34.5,27.6,36.2,1011.6
1421,11.6,2.6,12.2,1022.7
1422,18.8,13.1,20.1,
1423,41.5,33.0,43.5,1006.4
1424,14.8,10.2,15.7,
1425,29.8,17.0,30.7,1017.4
1426,23.7,14.8,24.4,1020.0
1427,16.3,12.5,17.8,1014.0
1428,28.0,20.3,29.3,
1429,15.9,7.0,16.7,1030.8
1430,24.3,16.8,24.9,1023.6
1431,23.3,17.4,24.3,1018.2
1432,27.3,25.8,28.7,1015.4
1433,26.5,26.4,30.3,1003.2
1434,18.7,16.8,20.2,1020.1
1435,15.7,9.2,15.8,1023.3
1436,18.5,20.2,22.0,1019.9
1437,27.0,23.2,27.7,1011.6
1438,13.6,11.3,15.0,1003.4
1439,26.5,18.6,27.3,1010.8
1440,20.6,18.8,21.8,1021.5
1441,24.1,17.6,24.7,1009.3
1442,18.7,14.3,20.5,1027.0
1443,31.4,23.4,32.0,1008.2
1444,10.4,7.7,10.9,
1445,24.8,23.7,26.5,1021.0
1446,19.8,20.1,25.2,1015.2
1447,26.3,21.9,27.5,1009.5
1448,12.5,11.4,13.7,1017.8
1449,,,26.0,
1450,12.5,8.5,13.2,1031.8
1451,21.3,20.7,23.4,1015.2
1452,33.3,20.5,34.7,1013.6
1453,12.6,12.1,14.2,1026.2
1454,24.5,20.2,25.2,
1455,17.6,17.5,18.9,1021.3
1456,21.3,20.7,22.7,1021.5
1457,29.2,13.1,29.3,1012.8
1458,13.5,5.1,14.3,1019.7
1459,11.3,8.3,12.5,1028.7
1460,17.1,13.6,17.6,1014.9
1461,29.6,17.1,30.5,1013.8
1462,18.0,15.3,18.7,1019.7
1463,20.7,21.0,24.2,1013.0
1464,19.3,13.0,19.8,1015.2
1465,8.2,6.5,9.6,1014.7
1466,21.9,15.7,23.4,1009.1
1467,16.2,12.7,17.3,
1468,26.6,12.4,28.3,1002.7
1469,42.2,32.8,43.8,1008.4
1470,17.0,17.0,22.0,1004.1
1471,20.8,15.6,22.5,1012.5
1472,33.4,22.6,35.5,1011.3
1473,13.6,11.2,14.9,
1474,23.2,14.0,24.1,1023.0
1475,33.3,21.5,34.0,1013.1
1476,26.5,17.4,29.3,1006.7
1477,15.5,12.5,17.3,
1478,9.7,13.5,16.4,1016.8
1479,12.6,10.0,15.8,1018.5
1480,20.0,15.9,21.4,1020.1
1481,42.3,27.2,43.0,1006.6
1482,27.2,15.6,28.6,1012.5
1483,23.4,18.6,24.2,1017.9
1484,14.3,8.7,15.0,1015.9
1485,33.8,31.6,37.5,1005.3
1486,18.2,16.8,19.0,1017.7
1487,22.5,12.3,23.8,1010.5
